pc1,pc2,label
0.5349876019768031,2.007600507427931,0
1.151825902675119,-1.0924585696652358,1
-0.008596973364589415,-0.5537400527111777,1
0.1387951390976917,-0.11583003173256894,0
2.2355817387737194,-1.6799429432397515,1
1.9495334321341038,-1.4470765516230983,1
1.597645556800787,-1.2156550862669833,1
0.722821733326017,-0.9958677080221603,1
0.5895662548364939,-0.985236138356992,1
0.4456082502074023,0.46923461454544063,0
0.9092786015120046,0.9141256046199516,0
1.2508752654095319,-0.3726869438243903,1
-2.8349766539500334,0.5385830838645266,0
0.861304943254782,-0.6564836238120012,1
0.36802289312430553,-0.758831547277324,1
1.6616726955065444,-0.9296818904650723,1
-0.02766294673816387,-0.21586363842075534,0
-2.8982787177709493,0.5700873466298012,0
1.2750162497845396,-1.2996270779505046,0
0.2533525624420456,-0.1894353809041157,1
0.28466361703992843,-0.01192502307314874,0
0.8943764041914819,1.1588778891141998,0
-5.061760874529601,0.935225688473098,1
1.3512745705737654,-1.207260803852438,1
-2.8337700077549397,0.5386606608304105,0
-0.34488307063743173,0.14399201525556174,0
0.1981919590768324,-0.5684693490001955,1
-2.838973636469323,0.5431198127554668,0
0.3810654826035934,-0.7677095615193599,1
-0.4204044055714143,-0.34624580007448114,1
1.63555968193366,-0.24277420100376287,1
0.5636637988272739,0.35312302471250284,0
0.41222959698421796,-0.5774132077318316,1
0.7274946783814359,-0.804837668739911,0
1.9832603278371541,-1.4053838013797681,1
1.2329080657878826,-1.0594840297523425,1
2.129411989782958,-0.7482944706136437,1
-2.898277622993092,0.5700544687112877,0
0.09842141966525282,-0.5100554812343154,1
1.8460824756367622,-1.0461591483243378,1
-0.01589496205808013,0.8961053451344166,0
1.5382147435993188,-1.7238399362938808,1
-2.8341783854994196,0.5508382579189546,0
1.4791914637476264,-1.3899732208353148,0
0.8154283071754427,0.1660625661829169,0
0.5512889923942784,-0.7863603712380193,1
1.645533453315821,-1.2357281776001343,1
-3.484548523988804,0.5974246717151246,1
1.8251691375884636,-0.9393890927048316,1
0.7675190451030421,-1.3573531463643047,1
-0.2587637620135435,-0.14658282028292766,0
-4.662621276963394,0.8825678285936657,1
0.7413626182188063,-0.2390316649301042,0
0.2714764363278066,-0.8222125571721302,0
-2.8369802560607,0.5632779433720485,0
-3.6204913689943705,0.6269492224335331,1
-2.8370394071292018,0.5637502466198411,0
0.27939288570131043,0.03180100589159604,0
0.6511435773891835,-1.0448253019330922,1
2.42706984304395,-1.4270483594663748,1
-3.3433507819202264,0.5600864424898212,1
1.957123390408185,-1.333370296689563,0
1.0069524487823682,-0.6573591486628966,1
-2.8746000171995107,1.7421809546543374,1
1.8432294518431247,-0.8446179336972097,1
0.21972656486013858,-0.5500660409797032,1
0.09655640242958725,-0.04865060797216134,0
0.734584446787472,0.7061704238419383,0
1.7002009653930779,-0.1596819210282548,1
2.2885468890424727,-1.5801027706061115,0
8.439045030854079,-7.8955437959056605,0
0.53383100711739,1.756597357638936,0
-0.1398855317455404,0.051278896932480514,0
-2.7109784585508807,1.8944865059885525,0
1.0637750683698226,-1.356697600824983,0
0.8796456046365615,-1.0767483377617078,1
-2.839097028460921,0.545145532064928,0
1.1049462761023392,-1.0459734813289283,1
1.1010762861201189,-1.2663080455806681,1
2.2748148453492285,-0.45009911331640734,1
1.7105285748194874,1.18976063813878,1
-4.877617407579525,1.2186730707511941,0
2.1490555897934978,0.17062617806723843,1
0.1833219335768859,0.986437157815542,0
-2.385217031772569,1.9962055200410176,1
0.7472929758537771,1.501842868322857,0
0.7879635519179586,-0.8400080926368412,1
1.0064486164646427,-1.0057712658628595,1
0.9804898536233481,-0.06205217528647646,1
1.5066374705326795,-1.195975899705777,1
-2.834281168616429,0.5538263976750906,0
-2.8585364267846494,0.5956511557569354,0
4.673715963470015,10.219648218890457,0
0.5436108733625018,-0.24223940704070338,1
1.547472579783066,-1.4672079429135958,1
1.047708727789181,-0.806780867369617,1
-2.834959191805315,0.5379954662334974,0
1.2443609853489817,-1.039988116520477,1
0.454818061822222,-0.1673312339668146,0
1.4221496837324532,-0.9193703434353556,1
0.6281756216512782,-0.21554260251921561,0
0.8070594231547031,-0.8681442331725227,1
2.0377662060076673,-2.1471331359256993,0
0.15237586127625896,-0.6151309221452561,1
-2.902814241989386,0.556885117271069,0
1.1465094282370418,-1.4780357970998155,1
-0.22663828207551348,0.18762282534963637,0
0.17148044663694825,0.021622870977923057,0
1.1494556335651187,-0.9195234996084752,0
-2.8342256374330623,0.5522143479055288,0
-2.8389924895343635,0.543428824001048,0
1.7513586749481003,-0.9924036278495352,1
0.15676995116738582,0.07606058960494556,0
5.333380485785635,7.619437274297749,1
1.5015136069196944,0.0912511848404778,0
2.026346624231291,-0.8477595125703038,1
0.6049312047002339,1.0367984833126551,0
1.1351852291209332,1.762084882201336,1
1.5719041050428004,-2.0140387112711524,0
1.2788744146999176,1.1816176036346187,0
-4.688376010038441,0.8426924696536752,1
-0.6556163640555894,0.2621743902682784,0
1.5351330556894065,-0.9885113078015285,1
